Clave del Capitulo;Nombre capitulo;Partida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";41;Sales de los ácidos oxometálicos o peroxometálicos.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";41;"Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en módulos o paneles; diodos emisores de luz; cristales piezoeléctricos montados.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";41;Las demás máquinas y aparatos para el trabajo de la pasta de papel, del papel o cartón, incluidas las cortadoras de cualquier tipo.;1/11/11;NULL;SI
29;Productos químicos orgánicos;41;Antibióticos.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";42;Las demás sales de los ácidos o peroxoácidos inorgánicos (incluidos los aluminosilicatos, aunque no sean de constitución química definida), excepto los aziduros (azidas).;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";42;"Máquinas, aparatos y material (excepto las máquinas herramienta de las partidas 84.56 a 84.65) para preparar o fabricar clisés, planchas, cilindros o demás elementos impresores; clisés, planchas, cilindros y demás elementos impresores; piedras litográfica";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";42;Circuitos electrónicos integrados.;1/11/11;NULL;SI
29;Productos químicos orgánicos;42;Los demás compuestos orgánicos.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";43;"Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida 84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios.";1/11/11;NULL;SI
21;Preparaciones alimenticias diversas;03;"Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos; harina de mostaza y mostaza preparada.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";43;"Metal precioso en estado coloidal; compuestos inorgánicos u orgánicos de metal precioso, aunque no sean de constitución química definida; amalgamas de metal precioso.";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";43;Máquinas y aparatos eléctricos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";44;"Hilos, cables (incluidos los coaxiales) y demás conductores aislados para electricidad, aunque estén laqueados, anodizados o provistos de piezas de conexión; cables de fibras ópticas constituidos por fibras enfundadas individualmente, incluso con conducto";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";44;"Elementos químicos radiactivos e isótopos radiactivos (incluidos los elementos químicos e isótopos fisionables o fértiles) y sus compuestos; mezclas y residuos que contengan estos productos.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";44;Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";45;"Isótopos, excepto los de la partida 28.44; sus compuestos inorgánicos u orgánicos, aunque no sean de constitución química definida.";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";45;Electrodos y escobillas de carbón, carbón para lámparas o pilas y demás artículos de grafito u otros carbonos, incluso con metal, para usos eléctricos.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";45;"Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";46;Compuestos inorgánicos u orgánicos, de metales de las tierras raras, del itrio, del escandio o de las mezclas de estos metales.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";46;Telares.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";46;Aisladores eléctricos de cualquier materia.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";47;Peróxido de hidrógeno (agua oxigenada), incluso solidificado con urea.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";47;"Piezas aislantes totalmente de materia aislante o con simples piezas metálicas de ensamblado (por ejemplo, casquillos roscados) embutidas en la masa, para máquinas, aparatos o instalaciones eléctricas, excepto los aisladores de la partida 85.46; tubos ais";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";47;Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";48;"Desperdicios y desechos de pilas, baterías de pilas o acumuladores, eléctricos; pilas, baterías de pilas y acumuladores, eléctricos, inservibles; partes eléctricas de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";48;Fosfuros, aunque no sean de constitución química definida, excepto los ferrofósforos.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";48;"Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos Jacquard, para urdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";49;Carburos, aunque no sean de constitución química definida.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";49;"Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o con forma, incluidas las máquinas y aparatos para la fabricación de sombreros de fieltro; hormas de sombrerería.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";50;Máquinas para lavar ropa, incluso con dispositivo de secado.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";50;Hidruros, nitruros, aziduros (azidas), siliciuros y boruros, aunque no sean de constitución química definida, excepto los compuestos que consistan igualmente en carburos de la partida 28.49.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";51;Máquinas y aparatos (excepto las máquinas de la partida 84.50) para lavar, limpiar, escurrir, secar, planchar, prensar (incluidas las prensas para fijar), blanquear, teñir, aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas textiles y má;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";51;S/N;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";52;Compuestos inorgánicos u orgánicos, de mercurio, aunque no sean de constitución química definida, excepto las amalgamas.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";52;"Máquinas de coser, excepto las de coser pliegos de la partida 84.40; muebles, basamentos y tapas o cubiertas especialmente concebidos para máquinas de coser; agujas para máquinas de coser.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";53;Máquinas y aparatos para la preparación, curtido o trabajo de cuero o piel o para la fabricación o reparación de calzado u otras manufacturas de cuero o piel, excepto las máquinas de coser.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";53;"Los demás compuestos inorgánicos (incluida el agua destilada, de conductibilidad o del mismo grado de pureza); aire líquido, aunque se le hayan eliminado los gases nobles; aire comprimido; amalgamas, excepto las de metal precioso.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";54;Convertidores, cucharas de colada, lingoteras y máquinas de colar (moldear), para metalurgia, acerías o fundiciones.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";55;Laminadores para metal y sus cilindros.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";56;"Máquinas herramienta que trabajen por arranque de cualquier materia mediante láser u otros haces de luz o de fotones, por ultrasonido, electroerosión, procesos electroquímicos, haces de electrones, haces iónicos o chorro de plasma; máquinas para cortar po";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";57;Centros de mecanizado, máquinas de puesto fijo y máquinas de puestos múltiples, para trabajar metal.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";58;Tornos (incluidos los centros de torneado) que trabajen por arranque de metal.;1/11/11;NULL;SI
